screen_name,dbpedia_types
mattnathanson,"[['MusicalArtist', 'Artist', 'Person']]"
mattnathanson,"[['Band', 'Organisation']]"
FSAthletics,"[['SportsTeam', 'Organisation']]"
FSAthletics,"[['SoccerClub', 'Organisation']]"
JakeHurwitz,[['Person']]
ChinxMusic,"[['Person', 'Artist', 'MusicalArtist']]"
knowshonmoreno,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
Sweaving,[['Actor']]
christian_aid,[['Organisation']]
Peavey,[['Company']]
Maersk,"[['Company', 'Organisation']]"
brucekulick,"[['Person', 'Artist', 'MusicalArtist']]"
BestWestern,[['Hotel']]
PAMH,[['Actor']]
simonydiamond1,[['Actor']]
hilltophoods,"[['Band', 'Organisation', 'Group']]"
SherineT,[['Journalist']]
DerekWatt34,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
BolsoverBeast,"[['Person', 'Politician', 'Politician']]"
dens,[['Person']]
AndreBerto,"[['Person', 'Athlete', 'Boxer']]"
fleetstreetfox,[['Journalist']]
KaitlynDever,[['Actor']]
Tomhopperhops,[['Actor']]
RobbyMook,"[['Person', 'Politician']]"
Consensys,"[['Company', 'Organisation']]"
ThorHushovd,"[['Person', 'Athlete', 'Cyclist']]"
TCL_USA,[['Company']]
DukeU,"[['University', 'Organisation', 'EducationalInstitution']]"
luisfortuno51,"[['Person', 'Politician', 'Politician']]"
TishJames,"[['Person', 'Politician', 'Politician']]"
YnnsPhilippakis,"[['Person', 'Artist', 'MusicalArtist']]"
JordanHicks,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
frankirby,"[['Person', 'Athlete', 'SoccerPlayer']]"
ReelBigFish,"[['Band', 'Organisation', 'Group']]"
PlanetRugby,[['Organisation']]
Curbed,"[['Website', 'Work']]"
Curbed,[['Broadcaster']]
TracyAnnO,[['Actor']]
alexharpermodel,[['Actor']]
emilybazelon,[['Journalist']]
RachelReevesMP,"[['Person', 'Politician', 'Politician']]"
loversdiction,"[['Person', 'Writer']]"
rachsyme,[['Journalist']]
ericmetaxas,"[['Person', 'Writer']]"
rizin_PR,"[['Company', 'Organisation']]"
Stroke9,"[['Band', 'Organisation', 'Group']]"
MCaruso_Cabrera,[['Journalist']]
CarlaSuarezNava,"[['Person', 'Athlete', 'TennisPlayer']]"
kellysue,"[['Person', 'Artist', 'ComicsCreator']]"
CraigCustance,[['Person']]
stlzoo,[['Place']]
COOLANDDRE,[['MusicalArtist']]
COOLANDDRE,[['SportsTeam']]
Longines,"[['Company', 'Organisation']]"
JambaJuice,"[['Company', 'Organisation']]"
JAdomian,"[['Person', 'Artist', 'Comedian']]"
NCVO,[['Organisation']]
IPrevailBand,"[['Band', 'Organisation', 'Group']]"
guybranum,[['Actor']]
TheRitaMoreno,[['Person']]
Mike_Vogel,[['Person']]
Noisecontroller,"[['Band', 'Organisation', 'Group']]"
KelsWingert,[['Journalist']]
DollarShaveClub,[['Company']]
umusicAU,"[['Company', 'Organisation', 'RecordLabel']]"
blackalicious_,"[['Band', 'Organisation', 'Group']]"
DonKe713,"[['Person', 'Artist', 'MusicalArtist']]"
TheLucasBlack,[['Actor']]
ImAmberHahn,[['Actor']]
MarrShow,[['Journalist']]
TonyKhan,[['Person']]
AnimalAid,[['Organisation']]
KnightsBaseball,[['SportsTeam']]
ShoeDazzle,"[['Company', 'Organisation']]"
genevievemorton,"[['Person', 'Model']]"
modeselektor,"[['Band', 'Organisation', 'Group']]"
AmyGGiants,[['Person']]
KMPHFOX26,[['TelevisionStation']]
KMPHFOX26,[['Station']]
DeedeeMagnoHall,[['Actor']]
CharlesMartinet,[['Person']]
EvanT,"[['Person', 'Artist', 'MusicalArtist']]"
stitchfix,[['Company']]
tracey_thorn,"[['Person', 'Artist', 'MusicalArtist']]"
SammiScarlette,[['Person']]
iamjonwalker,"[['Person', 'Artist', 'MusicalArtist']]"
jacklgoldsmith,"[['Person', 'Politician', 'Politician']]"
Matalan,"[['Company', 'Organisation']]"
RowdyBec,"[['Person', 'Athlete', 'MartialArtist']]"
Matalan,[['Person']]
UMichAthletics,"[['SoccerClub', 'Organisation']]"
UMichAthletics,"[['SportsTeam', 'Organisation']]"
Youngfathers,"[['Person', 'Artist', 'MusicalArtist']]"
SW_Insider,"[['Magazine', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
SW_Insider,[['Star']]
HeyHeyItsConrad,[['Person']]
Teague0,"[['Person', 'Athlete', 'BasketballPlayer']]"
skift,"[['Company', 'Organisation']]"
TheDeadDaisies,"[['Band', 'Organisation', 'Group']]"
Strikeforce,[['Company']]
1HeatherRene,"[['Person', 'PlayboyPlaymate']]"
BobSeger,"[['Person', 'Artist', 'MusicalArtist']]"
AllAboutJazz,"[['Website', 'Work']]"
AllAboutJazz,"[['Magazine', 'Work']]"
robert_knepper,[['Actor']]
HeartNews,[['Organisation']]
14News,[['Station']]
XandraSixx,[['Actor']]
theoceanproject,[['Organisation']]
JulianaHarkavy,[['Actor']]
TheRealMiaX,"[['Person', 'Artist', 'MusicalArtist']]"
jen_keesmaat,"[['Person', 'Politician']]"
EricGreitens,"[['Person', 'Politician']]"
OregonTCElite,[['Organisation']]
KNOTFEST,[['SocietalEvent']]
mercedesashley,[['Actor']]
RNS,"[['Company', 'Organisation']]"
AvaMax,[['Person']]
LDavenport76,"[['Person', 'Athlete', 'TennisPlayer']]"
yoshi_sudarso,[['Actor']]
Wesley_Morris,[['Journalist']]
NdotSmitty,"[['Person', 'Athlete', 'BasketballPlayer']]"
DanielleTrotta,[['Person']]
coachbrucepearl,"[['Person', 'CollegeCoach', 'Coach']]"
traciethoms,[['Actor']]
FEMARegion9,"[['MilitaryUnit', 'Organisation']]"
FEMARegion9,"[['GovernmentAgency', 'Organisation']]"
andymientus,[['Actor']]
Arma3official,"[['Software', 'VideoGame', 'Work']]"
LilFlip713,"[['Person', 'Artist', 'MusicalArtist']]"
Alkaline_Trio,"[['Band', 'Organisation', 'Group']]"
davidmwessel,[['Journalist']]
sendavidperdue,"[['Person', 'Politician', 'Politician']]"
dopequeenpheebs,"[['Person', 'Artist', 'Comedian']]"
Deezy,[['Actor']]
craignewmark,[['Person']]
YoYoGames,"[['Company', 'Organisation']]"
YoYoGames,[['Software']]
amazonappstore,[['Company']]
amazonappstore,"[['Software', 'Work']]"
JessicaCollins,[['Actor']]
tonyschiavone24,"[['Person', 'Athlete', 'Wrestler']]"
elisakhagia,"[['Person', 'Artist', 'MusicalArtist']]"
MidwayUSA,"[['Company', 'Organisation']]"
LordAshcroft,[['Person']]
KingVonFrmdaWic,"[['Person', 'Artist', 'MusicalArtist']]"
alexandrabreck1,[['Actor']]
michaelfranti,[['MusicalArtist']]
GuyGerber,"[['Person', 'Artist', 'MusicalArtist']]"
DaveHolmes,[['Actor']]
WarThunder,"[['Software', 'VideoGame', 'Work']]"
DawnHFoster,"[['Person', 'Writer']]"
ScottGrimes,"[['Person', 'MusicalArtist']]"
orionbooks,"[['Company', 'Publisher', 'Organisation']]"
foxcarolinanews,[['Station']]
lee_fontaine,[['Person']]
LakerGirls,[['SoccerClub']]
RepDonBeyer,"[['Person', 'Politician', 'Politician']]"
sagenorthcutt,"[['Person', 'Athlete', 'MartialArtist']]"
GOtransit,"[['Company', 'Organisation', 'PublicTransitSystem']]"
pranavmistry,"[['Person', 'Scientist']]"
mayakendrickx,[['Actor']]
mindyfinn,"[['Person', 'Politician']]"
Gimletmedia,"[['Company', 'Organisation']]"
mayaharris_,[['Person']]
UNIDO,[['Organisation']]
Mindtree_Ltd,"[['Company', 'Organisation']]"
JHouston50,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
metrotimes,[['Organisation']]
metrotimes,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
owenpallett,"[['Person', 'Artist', 'MusicalArtist']]"
TheOrville,"[['TelevisionShow', 'Work']]"
LennyHenry,[['Person']]
fox43,[['Station']]
pike_place,"[['HistoricPlace', 'Place']]"
pike_place,"[['Building', 'ArchitecturalStructure']]"
WTEN,[['TelevisionStation']]
WTEN,[['Station']]
MaxBiggavelli,"[['Criminal', 'Person']]"
MaxBiggavelli,[['Band']]
JDavisOfficial,"[['Person', 'Artist', 'MusicalArtist']]"
csuf,"[['University', 'Organisation', 'EducationalInstitution']]"
KRDONC13,[['Station']]
childrensociety,[['Organisation']]
jdbalart,"[['TelevisionShow', 'Work']]"
KacieMcDonnell,[['TelevisionHost']]
verazvonareva,"[['Person', 'Athlete', 'TennisPlayer']]"
DrLeanaWen,"[['Person', 'Politician']]"
HSJnews,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
NBACanada,[['BasketballLeague']]
NBACanada,"[['SoccerLeague', 'Organisation']]"
BrankoMilan,"[['Person', 'Economist']]"
djcoone,"[['Person', 'Artist', 'MusicalArtist']]"
KOLDNews,[['TelevisionStation']]
KOLDNews,[['Station']]
MissMelyssaFord,"[['Person', 'Model']]"
Kold91,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
OneWorldWarrior,"[['Person', 'Athlete', 'Wrestler']]"
Dustinpenner25,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
countrylivinguk,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
CatholicHerald,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
NETGEAR,[['Company']]
JennaJohnson,[['Dancer']]
KikoLoureiro,"[['Person', 'Artist', 'MusicalArtist']]"
AmberIvyxo,[['Actor']]
QuinnXCII,"[['Person', 'Artist', 'MusicalArtist']]"
jedwhedon,[['Person']]
jayweinbergdrum,"[['Person', 'Artist', 'MusicalArtist']]"
PWehrlein,"[['Person', 'Athlete', 'RacingDriver', 'MotorsportRacer']]"
linode,"[['Company', 'Organisation']]"
ManchesterArena,"[['Building', 'Venue', 'ArchitecturalStructure', 'Stadium']]"
VeggieGrill,"[['Company', 'Organisation']]"
RelixMag,"[['Magazine', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
RelixMag,[['RecordLabel']]
alicewetterlund,[['Person']]
ellaanderson,[['Person']]
UMBCAthletics,"[['SportsTeam', 'Organisation']]"
UMBCAthletics,"[['SoccerClub', 'Organisation']]"
KaiserKuo,[['Person']]
MayerHawthorne,"[['Person', 'Artist', 'MusicalArtist']]"
JoshuaRozenberg,[['Journalist']]
evgenymorozov,[['Person']]
kelly_smith10,"[['Person', 'Athlete', 'SoccerPlayer']]"
yursar,[['Person']]
JPonpolitics,[['Journalist']]
ballotpedia,"[['Website', 'Work']]"
ballotpedia,"[['Book', 'Work']]"
junjiitofficial,[['Person']]
Kaz_Yamauchi,[['Person']]
innercitypress,"[['Company', 'Organisation']]"
robyndoolittle,[['Journalist']]
sammymewy,"[['Person', 'Athlete', 'SoccerPlayer']]"
MSI,"[['Band', 'Organisation', 'Group']]"
randytravis,"[['Person', 'Artist', 'MusicalArtist']]"
kristianbush,"[['Person', 'Artist', 'MusicalArtist']]"
ZMyersOfficial,"[['Person', 'Artist', 'MusicalArtist']]"
shawnnamusic,"[['Person', 'Artist', 'MusicalArtist']]"
louisvillemayor,"[['Person', 'Politician', 'Politician']]"
BrothaLynchHung,"[['Person', 'Artist', 'MusicalArtist']]"
debbiemillman,"[['Person', 'Artist']]"
BobanMarjanovic,"[['Person', 'Athlete', 'BasketballPlayer']]"
TheKurtCarr,"[['Person', 'Artist', 'MusicalArtist']]"
StevenWilsonHQ,"[['Person', 'Artist', 'MusicalArtist']]"
raif_badawi,[['Person']]
rikki_six,[['Actor']]
jackie_emerson,[['Person']]
TOCADISCO,"[['Person', 'Artist', 'MusicalArtist']]"
DDB_Worldwide,"[['Company', 'Organisation']]"
StackOverflow,"[['Book', 'Work']]"
StackOverflow,"[['Website', 'Work']]"
GeeDee215,[['Journalist']]
joulee,[['Person']]
reactnative,"[['Software', 'Work']]"
dougducey,"[['Person', 'Politician', 'Politician']]"
CNYCentral,[['Station']]
CNYCentral,[['TelevisionStation']]
RattoIndy,[['Person']]
NewWorldHominin,[['Person']]
OonaCC,[['Actor']]
NewEdition,"[['Band', 'Organisation', 'Group']]"
fleabag,"[['TelevisionShow', 'Work']]"
iheartSAM,"[['Building', 'Museum', 'ArchitecturalStructure']]"
totalbellas,"[['TelevisionShow', 'Work']]"
SteveHofstetter,"[['Person', 'Artist', 'Comedian']]"
MissJuliaStiles,[['Actor']]
DollarGeneral,"[['Company', 'Organisation']]"
ClarkeMicah,[['Person']]
Lindsay_13,"[['Person', 'Athlete', 'BasketballPlayer']]"
DavidShuster,"[['Person', 'Journalist']]"
realmichaelpena,[['Actor']]
Carlitosway89,"[['Person', 'Artist', 'MusicalArtist']]"
PWTees,"[['Website', 'Work']]"
OdetteAnnable,[['Actor']]
HSN,"[['Company', 'Organisation']]"
timhughes77,"[['Person', 'Artist', 'MusicalArtist']]"
HUNTERHEATHER,[['Actor']]
ACSMNews,[['Organisation']]
tonyjaaofficial,"[['Person', 'Athlete', 'MartialArtist']]"
JanuaryMagazine,"[['Website', 'Work']]"
JanuaryMagazine,[['Company']]
willchamplin,"[['Person', 'Artist', 'MusicalArtist']]"
MeredthSalenger,[['Actor']]
PorcupineTree,"[['Band', 'Organisation', 'Group']]"
davediehl66,"[['AmericanFootballPlayer', 'GridironFootballPlayer']]"
RodneyMarsh10,"[['Person', 'SoccerManager', 'SportsManager']]"
elsahosk,"[['Person', 'Model']]"
elizabethdlail,[['Actor']]
ChrisJansing,[['Person']]
ATLairport,"[['Airport', 'ArchitecturalStructure', 'Infrastructure']]"
_CharlieBarnett,[['Actor']]
ykOsiris,"[['Person', 'Artist', 'MusicalArtist']]"
TheCrusher007,[['Person']]
FrankLikina,"[['Person', 'Athlete', 'BasketballPlayer']]"
SamsungExynos,[['Company']]
NILC,[['Building']]
EliLake,[['Journalist']]
MarkusDupree,[['Actor']]
Madusa_rocks,"[['Person', 'Athlete', 'Wrestler']]"
SDinwiddie_25,"[['Person', 'Athlete', 'BasketballPlayer']]"
IanKingSky,[['BusinessPerson']]
MichelleBeisner,[['Journalist']]
ransomriggs,"[['Person', 'Writer']]"
WBUR,[['Station']]
WBUR,"[['RadioStation', 'Broadcaster', 'Organisation']]"
SadatX,"[['Person', 'Artist', 'MusicalArtist']]"
justinabss,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
DAVIDsTEA,"[['Company', 'Organisation']]"
CurrentArchaeo,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
garyhgoodridge,"[['Person', 'Athlete', 'MartialArtist']]"
keegolicious,[['Actor']]
premierinn,[['Hotel']]
TheLexiLove,[['Actor']]
charlotteross,[['Actor']]
JennyTaft,[['Person']]
2Morrow23,"[['Person', 'Athlete', 'BaseballPlayer']]"
MichelleMoist,[['Actor']]
MeaMelone,[['Actor']]
jasonaaron,"[['Person', 'Artist', 'ComicsCreator']]"
RachieSkarsten,[['Actor']]
Scribd,"[['Company', 'Organisation']]"
Scribd,"[['Library', 'Organisation']]"
SpiritHalloween,"[['Company', 'Organisation']]"
DanPriceSeattle,[['Person']]
SAFRAN,"[['Company', 'Organisation']]"
LoeweOfficial,[['Company']]
Nesquik,[['Company']]
matthewsyed,[['Person']]
AmlAmeen,[['Actor']]
1jordanbell,"[['BasketballPlayer', 'Athlete', 'Person']]"
1jordanbell,"[['SoccerPlayer', 'Athlete', 'Person']]"
HowardU,[['University']]
lionelbarber,[['Journalist']]
CedricGervais,"[['Person', 'Artist', 'MusicalArtist']]"
mammut,"[['Company', 'Organisation']]"
mammut,[['Person']]
5sf,"[['Website', 'Work']]"
5sf,[['Band']]
TheSaltNPepa,"[['Band', 'Organisation', 'Group']]"
KLTV7,[['Station']]
KLTV7,[['TelevisionStation']]
pick_six22,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
hannah_wants,"[['Person', 'Artist', 'MusicalArtist']]"
Stonyfield,[['Company']]
KillahPriest,"[['Person', 'Artist', 'MusicalArtist']]"
TheAnnaFaith,[['Person']]
NicholsUprising,[['Journalist']]
unclekracker,"[['Person', 'Artist', 'MusicalArtist']]"
SofiaWylie,[['Actor']]
Konnan5150,"[['Person', 'Athlete', 'Wrestler']]"
haymarketbooks,"[['Company', 'Publisher', 'Organisation']]"
TomMisch,"[['Person', 'Artist', 'MusicalArtist']]"
andersonrdean,[['Person']]
show_case29,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
VladGuerrero27,"[['Person', 'Athlete', 'BaseballPlayer']]"
StephenBaldwin7,[['Person']]
stuartpstevens,[['Person']]
WSBT,[['Station']]
WSBT,[['TelevisionStation']]
OurLadyPeace,"[['Band', 'Organisation', 'Group']]"
Jessicalessin,[['Journalist']]
gumball3000,"[['Convention', 'Event', 'SocietalEvent']]"
circasurvive,"[['Band', 'Organisation', 'Group']]"
FirestoneWalker,"[['Company', 'Organisation']]"
SenPatRoberts,[['Politician']]
CorinneBRae,"[['Person', 'Artist', 'MusicalArtist']]"
littleesther,[['Person']]
WWLP22News,[['TelevisionStation']]
Globies,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
deepsilver,"[['Company', 'Organisation']]"
kealasettle,[['Actor']]
shure,"[['Company', 'Organisation']]"
tracyalloway,[['Journalist']]
AyeyoKEJO,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
JeremyAffeldt,"[['Person', 'Athlete', 'BaseballPlayer']]"
NWSBoston,"[['Company', 'Organisation']]"
NWSBoston,"[['GovernmentAgency', 'Organisation']]"
David__Goffin,"[['Person', 'Athlete', 'TennisPlayer']]"
EricAsimov,[['Person']]
DavidFaustino,[['Person']]
marvinwinans,"[['Person', 'Artist', 'MusicalArtist']]"
POLITICOMag,"[['Company', 'Organisation']]"
FOX10News,[['Station']]
Djllewellyn,[['Actor']]
MissCelesteStar,[['Actor']]
NWSWPC,"[['GovernmentAgency', 'Organisation']]"
AmerChemSociety,[['Organisation']]
el33th4xor,"[['Person', 'Scientist']]"
sallirichardson,[['Actor']]
REALJenHarman,"[['Person', 'Athlete', 'PokerPlayer']]"
farouq1,"[['Person', 'Athlete', 'BasketballPlayer']]"
RexHudler1,"[['Person', 'Athlete', 'BaseballPlayer']]"
NicRobertsonCNN,[['Journalist']]
DocCurm,[['Person']]
NanaVisitor,[['Actor']]
JasonAyersWWE,"[['Person', 'Athlete', 'Wrestler']]"
EricaRHill,[['Journalist']]
kara_dioguardi,"[['Person', 'MusicalArtist']]"
Linda_McMahon,"[['Person', 'Politician']]"
WoodfordReserve,"[['Building', 'ArchitecturalStructure']]"
WoodfordReserve,[['Company']]
WoodfordReserve,[['HorseRace']]
iamchrisjamison,"[['Person', 'Artist', 'MusicalArtist']]"
kataklysmband,"[['Band', 'Organisation', 'Group']]"
StevieWonder,"[['Person', 'MusicalArtist']]"
OrganicValley,"[['Company', 'Organisation']]"
2pistols,"[['Person', 'Artist', 'MusicalArtist']]"
MickLaSalle,[['Person']]
magento,"[['Software', 'Work']]"
magento,[['Company']]
finding_carter,"[['TelevisionShow', 'Work']]"
Duracell,"[['Company', 'Organisation']]"
sandy_carter,[['Person']]
edenproject,"[['AmusementParkAttraction', 'ArchitecturalStructure']]"
edenproject,"[['Building', 'ArchitecturalStructure']]"
IvyQueenDiva,"[['Person', 'MusicalArtist']]"
PoliticoRyan,[['Journalist']]
JuiceCheck44,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
AshHollywood,[['Actor']]
ATCQ,"[['Band', 'Organisation', 'Group']]"
unbounce,"[['Company', 'Organisation']]"
Joshuaonomah10,"[['Person', 'Athlete', 'SoccerPlayer']]"
chrisremo,[['Person']]
NkealHarry15,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
GLA_Airport,"[['Airport', 'ArchitecturalStructure', 'Infrastructure']]"
Hermes_Paris,"[['Company', 'Organisation']]"
ClubShayFox,[['Actor']]
breckinmeyer,[['Actor']]
OneNoteEDU,"[['Software', 'Work']]"
sepvanmarcke,"[['Person', 'Athlete', 'Cyclist']]"
EdsonBarbozaJR,"[['Person', 'Athlete', 'MartialArtist']]"
renireni,"[['Person', 'Writer']]"
GizziErskine,[['Person']]
IUCNRedList,"[['University', 'Organisation']]"
MaryEMcGlynn,[['Person']]
rikilindhome,[['Person']]
lindsay_rhodes,[['Person']]
ushahidi,[['Company']]
TerraJole,[['Actor']]
GabbyBarrett_,"[['Person', 'Artist', 'MusicalArtist']]"
StigAbell,[['Person']]
MozzyThaMotive,"[['Person', 'Artist', 'MusicalArtist']]"
longshotauthor,"[['Person', 'Writer']]"
Tony_Dorsett,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
belindaofficial,[['MusicalArtist']]
NCAADII,[['Organisation']]
Rapzilla,"[['Website', 'Work']]"
Rapzilla,"[['Magazine', 'Work']]"
Rapzilla,[['RecordLabel']]
amellarrieux,"[['Person', 'Artist', 'MusicalArtist']]"
veryowengray,[['Actor']]
dj_angerfist,"[['Person', 'Artist', 'MusicalArtist']]"
Ashleyalban94,[['Actor']]
seangunn,[['Actor']]
EricFehr,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
jephjacques,"[['Person', 'Artist', 'ComicsCreator']]"
NYCCouncil,"[['Legislature', 'Organisation']]"
RockyPMMA,"[['Person', 'Athlete', 'MartialArtist']]"
andrerieu,"[['Person', 'MusicalArtist']]"
timhutton,[['Actor']]
lisadraws,"[['Person', 'Artist', 'ComicsCreator']]"
boyscouts,[['Organisation']]
LilyTomlin,"[['Person', 'Artist', 'Comedian']]"
thedragonprince,"[['TelevisionShow', 'Work']]"
ThomasJane,[['Actor']]
Cloris_Leachman,[['Actor']]
FurkanKorkmaz,"[['Person', 'Athlete', 'BasketballPlayer']]"
EllaSilver__,[['Actor']]
jackshafer,[['Journalist']]
douggpound,[['Person']]
sunny_hundal,[['Person']]
SGossard,"[['Person', 'Artist', 'MusicalArtist']]"
BTCC,[['TelevisionShow']]
BTCC,[['Automobile']]
MayorBowser,"[['Person', 'Politician', 'Politician']]"
Zendesk,"[['Company', 'Organisation']]"
JackSock,"[['Person', 'Athlete', 'TennisPlayer']]"
dallasschools,[['Settlement']]
PDSA_HQ,[['Organisation']]
vali_nasr,"[['Person', 'Politician']]"
cyrstalrae,[['Actor']]
PEPFAR,[['Organisation']]
HammelTime39,"[['Person', 'Athlete', 'BaseballPlayer']]"
natebeaulieu,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
snacks,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
ZoolanderMovie,"[['Film', 'Work']]"
garyeOK,[['Person']]
bleedingcool,"[['Website', 'Work']]"
DerrickBarry,[['Person']]
EversonGriffen,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
HospitalRecords,"[['Company', 'Organisation', 'RecordLabel']]"
BriaandChrissy,"[['Band', 'Organisation', 'Group']]"
DJQbert,"[['Person', 'Artist', 'MusicalArtist']]"
Matt_Dillahunty,[['Person']]
BrianWilsonLive,"[['Person', 'Artist', 'MusicalArtist']]"
sampha,"[['Person', 'Artist', 'MusicalArtist']]"
IRENA,[['Organisation']]
cleveland19news,[['TelevisionStation']]
cleveland19news,[['Station']]
BrilliantEarth,"[['Company', 'Organisation']]"
TheGrinder44,"[['Person', 'Athlete', 'PokerPlayer']]"
patrickwintour,[['Journalist']]
amazonwatch,[['Organisation']]
FLYestintheeERA,"[['Person', 'Artist', 'MusicalArtist']]"
massimodutti,"[['Company', 'Organisation']]"
TKokkinakis,"[['Person', 'Athlete', 'TennisPlayer']]"
KnucklePuckIL,"[['Band', 'Organisation', 'Group']]"
AliShaheed,"[['Person', 'Artist', 'MusicalArtist']]"
PPS_Placemaking,[['Organisation']]
Zoeyfoxx,[['Actor']]
YousraElbagir,[['Journalist']]
nickfradiani,"[['Person', 'Artist', 'MusicalArtist']]"
GerryCallahan,[['Person']]
MilosTeodosic4,"[['Person', 'Athlete', 'BasketballPlayer']]"
EricWhitacre,[['Person']]
CorePowerYoga,"[['Company', 'Organisation']]"
GlasgowWarriors,"[['SoccerClub', 'SportsClub', 'Organisation']]"
GlasgowWarriors,"[['RugbyClub', 'SportsClub', 'Organisation']]"
GlasgowWarriors,"[['SportsTeam', 'Organisation']]"
EniAlu,"[['Person', 'Athlete', 'SoccerPlayer']]"
SawyerFrdrx,"[['Person', 'Artist', 'MusicalArtist']]"
MattSerraUFC,"[['Person', 'Athlete', 'MartialArtist']]"
IndraNooyi,[['Person']]
theDrybar,"[['Company', 'Organisation']]"
erolalkan,[['MusicalArtist']]
MidlakeBand,"[['Band', 'Organisation', 'Group']]"
AriaLeexxx,[['Actor']]
paulloduca16,"[['Person', 'Athlete', 'BaseballPlayer']]"
liekemartens1,"[['Person', 'Athlete', 'SoccerPlayer']]"
ShooterJennings,"[['Person', 'Artist', 'MusicalArtist']]"
jeffsessions,"[['Person', 'Politician']]"
MovieTickets,"[['Company', 'Organisation']]"
MovieTickets,[['Film']]
anneliesevdp,[['Actor']]
kmoxnews,"[['Organisation', 'RadioStation', 'Broadcaster']]"
ste_kenya,[['Organisation']]
LukeRowe1990,"[['Person', 'Athlete', 'Cyclist']]"
loccitaneusa,"[['Company', 'Organisation']]"
AmandaMarcotte,"[['Person', 'Writer']]"
juliagalef,"[['Person', 'Philosopher']]"
danajacobson,"[['Person', 'RadioHost', 'Presenter']]"
jayfeely,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
VinMan17,[['Actor']]
SyracuseU,"[['University', 'Organisation', 'EducationalInstitution']]"
chicagosymphony,[['Band']]
attcyber,[['Company']]
LammanRucker,[['Actor']]
AndrewBreitbart,[['Person']]
elivalley,[['Person']]
reggieragland,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
WNDU,[['TelevisionStation']]
WNDU,[['Station']]
KOAA,[['Station']]
robraco,[['Person']]
sheratonhotels,[['Hotel']]
jessamynduke,[['Person']]
tvkatesnow,[['Journalist']]
JimmyHavoc,"[['Person', 'Athlete', 'Wrestler']]"
DIRTYPHONICS,"[['Band', 'Organisation', 'Group']]"
MarySarahMusic,[['Actor']]
breannastewart,"[['Person', 'Athlete', 'BasketballPlayer']]"
amorphis,"[['Person', 'Artist', 'MusicalArtist']]"
RobTerryimpact,"[['Person', 'Athlete', 'Wrestler']]"
msfoundation,[['Organisation']]
creativetime,[['Organisation']]
TaylorLewan77,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
_WiFi_Ty_,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
KSchwarzenegger,[['Person']]
UniMas,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
TysonLGay,"[['Person', 'Athlete']]"
hulu_support,"[['Company', 'Organisation']]"
AviationSafety,"[['Website', 'Work']]"
NakedSecurity,[['Software']]
NakedSecurity,"[['Company', 'Organisation']]"
bjsrestaurants,[['Restaurant']]
CaraSantaMaria,[['Person']]
bader_diedrich,[['Actor']]
mrzoombiya,"[['Person', 'Athlete', 'BaseballPlayer']]"
LGUK,[['Company']]
IdahoStatesman,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Trevorlawrencee,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
TwoSetViolin,"[['Person', 'Youtuber']]"
NoahCRothman,[['Person']]
